timeReceived,md5Hash,WorkerId,age,sex,english,comments,trialN,label,item,controller,question,answer,correct,responseTime,controller.1,request,justification
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,6744,VBox,TRN_justification,tallest
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,14,fill,4,VBox,Who is Carl?,NULL,NULL,9999,VBox,FMN_justification,Pink shell with green bucket (took me a second to see that one)
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,6752,VBox,TWP_justification,he is the smallest and weakest
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,5888,VBox,TFN_justification,She is the smallest so should fit.
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10000,VBox,FSN_justification,Because it is in the middle
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,19,pos,9,VBox,Who is Franky?,3,1,5963,VBox,TFP_justification,He has the biggest feet and is unlikeliest to fit
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,16,neg,6,VBox,Who is Frida?,NULL,NULL,10006,VBox,TCN_justification,Perhaps because it is the smallest (not sure on this one).
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,21,fill,11,VBox,Who is Joey?,2,1,9862,VBox,FSP_justification,It is the medium sized kangaroo.
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,4546,VBox,TRP_justification,He is the shortest bear and has the hardest time getting to one.
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,15,neg,5,VBox,Who is Henrietta?,1,0,5055,VBox,TWN_justification,My mistake I should have said 3. Because it is the biggest and strongest and should be the most able to lift a ball.
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,7102,VBox,FMP_justification,He has a yellow party hat that matches the yellow chair.
1525227631,cfeef0683ca62f92f79ce771fcae87a8,A3LT7W355XOAKF,61,male,yes,,23,pos,13,VBox,Who is Sammy?,1,0,4806,VBox,TCP_justification,He is smallest and most likely to not be able to grab much and fill it.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,5890,,,
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,23,pos,13,VBox,Who is Sammy?,3,1,6322,VBox,TCP_justification,He has a large basket which would be difficult to fill completely.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,16,neg,6,VBox,Who is Frida?,1,1,4742,VBox,TCN_justification,Frida has a small cup%2C so it should be easy to fill. The fact that she didn't means the task was difficult in some way.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10000,VBox,FSN_justification,The yellow hat will only fit turtle #2 properly.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,4726,VBox,TRP_justification,Benny is short%2C so it will be difficult for him to reach an apple in the tree.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,3270,VBox,TFN_justification,The hole is very small%2C so even the smallest mouse cannot fit.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,21,fill,11,VBox,Who is Joey?,2,1,4732,VBox,FSP_justification,I take it back. Joey is probably #1 and she is expressing surprise that she wrapped up the wrong backpack for him.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,19,pos,9,VBox,Who is Franky?,3,1,5124,VBox,TFP_justification,The socks were all one-size - small. So it would be surprising for panda #3 to fit into a pair%2C but he did.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,4854,VBox,TWN_justification,#3 bunny is the largest and presumably the strongest. The bowling balls were so heavy%2C even the biggest%2C strongest bunny couldn't pick them up.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,7534,VBox,FMP_justification,Monkey #2 is wearing a yellow hat
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,5902,VBox,TWP_justification,Pumpkins are heavy. It would be surprising for the smallest elephant to pick one up.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,3358,VBox,TRN_justification,The books are on a high shelf. It is surprising that the longest/tallest caterpillar #3 can't reach them.
1525226697,f0a0fa4cbea9c6f2494dbde2da897a23,A2LC2DS8OH7NCA,42,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,5722,VBox,FMN_justification,The pink shell does not match the green bucket%2C therefore #2 is Carl.
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,11,practice,1,VBox,Who is Donny?,2,1,4745,,,
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,15,neg,5,VBox,Who is Henrietta?,3,1,4552,VBox,TWN_justification,She couldn't pick up the ball
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,23,pos,13,VBox,Who is Sammy?,1,0,8223,VBox,TCP_justification,Because it says even%2C like they are surprised because he's a child
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,14,fill,4,VBox,Who is Carl?,2,1,5078,VBox,FMN_justification,The shell is a different color than the bucket
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,16,neg,6,VBox,Who is Frida?,3,0,5060,VBox,TCN_justification,Because he's the biggest/oldest and couldn't complete the task
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,20,pos,10,VBox,Who is Benny?,1,1,7046,VBox,TRP_justification,Because he is the smallest and least likely the pick an apple
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,21,fill,11,VBox,Who is Joey?,NULL,NULL,10000,VBox,FSP_justification,He has the medium backpack
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,12,neg,2,VBox,Who is Mary?,1,1,2883,VBox,TFN_justification,She is the smallest and still could not fit
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,19,pos,9,VBox,Who is Franky?,3,1,3064,VBox,TFP_justification,HE is the biggest and still got into the socks
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,18,fill,8,VBox,Who is Marcus?,2,1,4075,VBox,FMP_justification,HE has on the yellow hat
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,13,neg,3,VBox,Who is Jessiepillar?,3,1,3169,VBox,TRN_justification,He is the biggest and still could not reach a book
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,22,pos,12,VBox,Who is Rufus?,1,1,2419,VBox,TWP_justification,He is the smallest and still lifted a pumpkin
1525247367,23060fe77470f751aac359f0ca05dc4a,A3GWEBM7DX4L0I,29,male,yes,Thank you,17,fill,7,VBox,Who is Millie?,2,1,5167,VBox,FSN_justification,She is the medium size turtle so she gets the medium sized yellow hat
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,9369,,,
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,6757,VBox,TWN_justification,"Because it implies that ""Even Henrietta wasn't able to do it"" which means she's probably the biggest and strongest"
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,5455,VBox,TRP_justification,"It says ""Even Benny"" was able to do it%2C so he'd have the most difficulty because of his size"
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,21,fill,11,VBox,Who is Joey?,NULL,NULL,9999,VBox,FSP_justification,Because it's the medium backpack for the middle kangaroo
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,4851,VBox,TRN_justification,Implies that even she couldn't reach it and she's the tallest
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,23,pos,13,VBox,Who is Sammy?,1,0,5146,VBox,TCP_justification,Implies that he was able to do it besides his size limitations
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,5912,VBox,FMP_justification,Because he's wearing a yellow hat
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,12,neg,2,VBox,Who is Mary?,NULL,NULL,10996,VBox,TFN_justification,Because she's the smallest
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,19,pos,9,VBox,Who is Franky?,1,0,5229,VBox,TFP_justification,He's the smallest but they're all the same size socks
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,17,fill,7,VBox,Who is Millie?,2,1,8204,VBox,FSN_justification,It's the only hat that isn't purple and she's the middle turtle
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,16,neg,6,VBox,Who is Frida?,2,0,6610,VBox,TCN_justification,Just a random guess
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,4326,VBox,TWP_justification,Smallest but even he was able to do it
1525213341,e0b9cfeb9b1d42136aeb16f72bc699c7,A20Z5O57UDPFLX,24,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,7220,VBox,FMN_justification,He had a green bucket but a pink shell
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,11,practice,1,VBox,Who is Donny?,NULL,NULL,10004,,,
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10002,VBox,FSN_justification,Millie is 2 because she is medium sized.
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,22,pos,12,VBox,Who is Rufus?,1,1,5884,VBox,TWP_justification,Because he is the smallest
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,6773,VBox,TWN_justification,Because she's the largest bunny
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,21,fill,11,VBox,Who is Joey?,2,1,9899,VBox,FSP_justification,Because Joey is medium sized
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,23,pos,13,VBox,Who is Sammy?,3,1,6284,VBox,TCP_justification,He has the biggest basket%2C so it would take longer to fill.
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,12,neg,2,VBox,Who is Mary?,1,1,5471,VBox,TFN_justification,She's the smallest one%2C so if she can't fit%2C none of them should.
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,14,fill,4,VBox,Who is Carl?,2,1,5784,VBox,FMN_justification,He has a different colored shell than his bucket
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,20,pos,10,VBox,Who is Benny?,1,1,6377,VBox,TRP_justification,Benny is the shortest
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,16,neg,6,VBox,Who is Frida?,1,1,7209,VBox,TCN_justification,Because Frida has to have the smallest cup for them to be surprised that it's not filled.
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,18,fill,8,VBox,Who is Marcus?,2,1,6765,VBox,FMP_justification,Because he has a yellow hat
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,19,pos,9,VBox,Who is Franky?,3,1,4669,VBox,TFP_justification,He's the largest one and would have the biggest feet to fit the socks on.
1525212443,db97e6106b60c0e2e1c5b882f2bb6671,A1K68SWXO91HL9,29,female,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,5468,VBox,TRN_justification,Because she's the longest one and should be able to reach a book before the rest.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,9473,,,
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,19,pos,9,VBox,Who is Franky?,NULL,NULL,10000,VBox,TFP_justification,I chose 3. He is the biggest Panda%2C and the socks were able to fit him.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,4152,VBox,TRN_justification,Even if he was the tallest%2C #3 wasn't able to reach for the book. Which makes him likely that it's Jessiepillar.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,6568,VBox,FMN_justification,2 is the only crab that didn't match the shell with the bucket.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,4402,VBox,TRP_justification,Benny is the smallest bear%2C yet he was able to reach the apple. He must be Benny.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,16,neg,6,VBox,Who is Frida?,1,1,6848,VBox,TCN_justification,1 had the smallest cup. The fact that even 1 wasn't able to fill the cup means that it is Frida.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,6711,VBox,FMP_justification,Monkey 2 has the same yellow hat as the chair. It must be Marcus.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,23,pos,13,VBox,Who is Sammy?,3,1,4956,VBox,TCP_justification,Squirrel 3 had the biggest basket%2C which makes him more likely to be Sammy.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,5606,VBox,TFN_justification,Mouse 1 is the smallest one of the 3%2C and was not able to fit into the hole. She must be Mary.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10001,VBox,FSN_justification,2 is Millie because it's the only one that got a different color.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,4360,VBox,TWP_justification,Elephant 1 is the smallest(and arguably the weakest) and was still able to lift the pumpkin. He must be Rufus. 
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,5341,VBox,TWN_justification,Bunny 3 is the biggest(perhaps even strongest) of the bunnies in the picture and was unable to pick up the ball. She must be Henrietta.
1525227365,7fa23538caf892141727837144b2727e,A1Y9VA9FKJLS5K,30,male,yes,,21,fill,11,VBox,Who is Joey?,2,1,7193,VBox,FSP_justification,"Kangaroo 2 is the one that also looks ""medium"" sized%2C and is appropriately suited for the selected backpack. He must be Joey."
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,11,practice,1,VBox,Who is Donny?,2,1,7915,,,
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,22,pos,12,VBox,Who is Rufus?,1,1,8454,VBox,TWP_justification,Even rufus was able to lift indicates the smallest
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,18,fill,8,VBox,Who is Marcus?,2,1,9154,VBox,FMP_justification,wearing yellow hat
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,16,neg,6,VBox,Who is Frida?,NULL,NULL,10010,VBox,TCN_justification,I had to guess
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,20,pos,10,VBox,Who is Benny?,1,1,5693,VBox,TRP_justification,He was the smallest
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,14,fill,4,VBox,Who is Carl?,NULL,NULL,10000,VBox,FMN_justification,Did not match bucket
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,12,neg,2,VBox,Who is Mary?,3,0,5181,VBox,TFN_justification,Marys the biggest
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,23,pos,13,VBox,Who is Sammy?,1,0,6548,VBox,TCP_justification,Most acorns on floor
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,17,fill,7,VBox,Who is Millie?,NULL,NULL,10000,VBox,FSN_justification,Had to guess
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,15,neg,5,VBox,Who is Henrietta?,3,1,6759,VBox,TWN_justification,Looked to be the biggest and strongest
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,19,pos,9,VBox,Who is Franky?,3,1,7744,VBox,TFP_justification,frankys the biggest
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,21,fill,11,VBox,Who is Joey?,2,1,7440,VBox,FSP_justification,had to guess
1525239554,0a265682ecd6b7ee103efd6e5d224d74,A2OO4PG3LBLP5I,30,male,yes,enjoyed,13,neg,3,VBox,Who is Jessiepillar?,3,1,6372,VBox,TRN_justification,Jess was the tallest
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,6906,,,
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,15,neg,5,VBox,Who is Henrietta?,2,0,8075,VBox,TWN_justification,I guessed%2C looks like all of them couldn't pick it up so  Iwas not able to tell who henrietta was
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,8552,VBox,TWP_justification,Because he's the smallest and when that sentence is mentioned it implies certain expectations of a certain character based on his size
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,21,fill,11,VBox,Who is Joey?,NULL,NULL,10000,VBox,FSP_justification,number 2 is joey because he is medium sized
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,16,neg,6,VBox,Who is Frida?,1,1,6542,VBox,TCN_justification,I guessed%2C i dont know 
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,19,pos,9,VBox,Who is Franky?,3,1,4964,VBox,TFP_justification,because hes the biggest wearing the smallest socks
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,17,fill,7,VBox,Who is Millie?,2,1,6474,VBox,FSN_justification,because she is the medium sized turtle getting the medium sized hat which is yellow
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,4639,VBox,TFN_justification,She's the smallest
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,23,pos,13,VBox,Who is Sammy?,NULL,NULL,10000,VBox,TCP_justification,because sammy is the smallest
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,5016,VBox,FMN_justification,because his shell and bucket are different colors
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,4267,VBox,TRN_justification,Because that caterpillar is the tallest and was still too short to reach it
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,20,pos,10,VBox,Who is Benny?,NULL,NULL,10001,VBox,TRP_justification,number 1 is benny because he is short and still able to reach it
1525223188,e41ac459217d7c4c15b707c104951409,AOKTAHY4F4J2B,27,male,yes,,18,fill,8,VBox,Who is Marcus?,NULL,NULL,10001,VBox,FMP_justification,number 2 is marcus because he is wearing a hat that matches the chair
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,11,practice,1,VBox,Who is Donny?,2,1,5214,,,
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,16,neg,6,VBox,Who is Frida?,3,0,7994,VBox,TCN_justification,"Hers just seemed harder to fill%2C but now%2C on second thought%2C maybe frida has the tiny cup because ""even frida"" was mentioned."
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,23,pos,13,VBox,Who is Sammy?,3,1,5019,VBox,TCP_justification,"Because it says 'even sammy was able to fill"" and you would say that for something larger%2C rather than smaller"
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10000,VBox,FSN_justification,Turtle #2 is my pick! Because the yellow hat would fit the middle turtle%2C but she could also wear the large purple hat.
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,8033,VBox,TWN_justification,Even makes me think that even the biggest/strongest bunny was unable to pick up the bowling ball..and all the balls are the same size.
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,19,pos,9,VBox,Who is Franky?,3,1,8523,VBox,TFP_justification,Theyr'e all the same size socks%2C and even the largest panda was able to stretch them to wear them
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,18,fill,8,VBox,Who is Marcus?,2,1,5886,VBox,FMP_justification,Marcus is the only one wearing the yellow hat that matches the yellow chair
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,12,neg,2,VBox,Who is Mary?,1,1,4743,VBox,TFN_justification,"It's a small hole. ""Even"" tells me that even the smallest/tiny mouse couldn't fit into that small hole. It's no surprise the middle and large mice didn't fit. "
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,20,pos,10,VBox,Who is Benny?,1,1,7442,VBox,TRP_justification,"Because even the tiniest bear was able to reach the apple. It's no surprise that the middle and large bears were able to. So ""even"" alerts me that the tiny one %2Cwho was thought to maybe not get one%2C was able to get one."
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,21,fill,11,VBox,Who is Joey?,2,1,5074,VBox,FSP_justification,The packs seem to match the kangaroos by size. It would make no sense to give an oversized pack to a tiny kangaroo. So%2C Joey is medium and he gets the medium pack
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,8319,VBox,TRN_justification,even jessie wasn't alerts me that even the tallest of the caterpillars was unable to reach that tall shelf.
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,22,pos,12,VBox,Who is Rufus?,1,1,5059,VBox,TWP_justification,The pumpkins are big. And even the tiniest elephant was able to pick up a pumpkin bigger than he is.
